name,category,code,unit,brand,vendor,image_url,is_active,created_by,quantity,branch,description
DTF POWDER,PRINTING ADD ON,8417,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SUPER BOND ECO FRIENDLY (1 KG),SCREEN MAKING ACCESSORIES,8418,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SUPER BOND ECO FRIENDLY (5 KG PACKING) (PER KG),SCREEN MAKING ACCESSORIES,8419,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SUPER BOND PS 1 KG,SCREEN MAKING ACCESSORIES,8420,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SUPER BOND PS 5 KGS.,SCREEN MAKING ACCESSORIES,8421,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SUPER BOND SHE,SCREEN MAKING ACCESSORIES,8422,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PIDIVYL TGPF (1 KG),SCREEN MAKING ACCESSORIES,8423,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PIDIVYL TGPF (7.5 KGS),SCREEN MAKING ACCESSORIES,8424,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EMDILITH DM 45 (1 OR 2 KGS PACKING),SCREEN MAKING ACCESSORIES,8425,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EMDILITH DM 45 (5 KG PACKING),SCREEN MAKING ACCESSORIES,8426,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EMDILITH DM 47 (50 KG PACKING),SCREEN MAKING ACCESSORIES,8427,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EMDILITH DM 58 (50 KGS. PACKING),SCREEN MAKING ACCESSORIES,8428,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TAKTER 600 ML,SCREEN MAKING ACCESSORIES,8429,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
RADIUM NORMAL GREEN POWDER (W/B),PRINTING ADD ON,8430,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
RADIUM LONG GLOW GREEN POWDER (W/B),PRINTING ADD ON,8431,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
RADIUM LONG GLOW GREEN POWDER (O/B),PRINTING ADD ON,8432,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
RADIUM ORANGE POWDER (W/B),PRINTING ADD ON,8433,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
READYMIX NORMAL GREEN (W/B),PRINTING ADD ON,8434,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
READYMIX LONG GLOW GREEN (W/B),PRINTING ADD ON,8435,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
READYMIX LONG GLOW GREEN (O/B),PRINTING ADD ON,8436,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
READYMIX ORANGE (W/B),PRINTING ADD ON,8437,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
READYMIX YELLOW (W/B),PRINTING ADD ON,8438,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
READYMIX WHITE (W/B),PRINTING ADD ON,8439,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
READYMIX RED (W/B),PRINTING ADD ON,8440,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
READYMIX ROSERED (W/B),PRINTING ADD ON,8441,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
READYMIX SKY BLUE (W/B),PRINTING ADD ON,8442,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
READYMIX GREENISH BLUE (W/B),PRINTING ADD ON,8443,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
READYMIX BLUE (O/B),PRINTING ADD ON,8444,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILVER SPOON NO. 1,PRINTING ADD ON,8445,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILVER SPOON NO. 2,PRINTING ADD ON,8446,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILVER SPOON NO. 3,PRINTING ADD ON,8447,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILVER SPOON NO. 4,PRINTING ADD ON,8448,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILVER SPOON NO. 5,PRINTING ADD ON,8449,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILVER SPOON NO. 6,PRINTING ADD ON,8450,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILVER SPOON – 18”,PRINTING ADD ON,8451,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
SILVER SPOON – 21”,PRINTING ADD ON,8452,PCS,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
AX-703/1E26 EVA PRIMER AID,O/B,8453,KG,EVA INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EVA-1001/25D7 SPECIALITY INKS EVASTICK WHITE,O/B,8454,KG,EVA INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EVA-1012/1E17 SPECIALITY INKS EVASTICK LEMON YELLOW,O/B,8455,KG,EVA INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EVA-1014/1E17 SPECIALITY INKS EVASTICK PERMANENT BLUE,O/B,8456,KG,EVA INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EVA-1015/1E17 SPECIALITY INKS EVASTICK VIVID GREEN,O/B,8457,KG,EVA INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EVA-1016/1E17 SPECIALITY INKS EVASTICK OPAQ WHITE,O/B,8458,KG,EVA INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EVA-1025/1E17 SPECIALITY INKS EVASTICK GOLDEN YELLOW,O/B,8459,KG,EVA INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EVA-1032/1E17 SPECIALITY INKS EVASTICK RICH ROYAL BLUE,O/B,8460,KG,EVA INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EVA-1034/1E17 SPECIALITY INKS EVASTICK BRIGHT VIOLET,O/B,8461,KG,EVA INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EVA-1040/1E17 SPECIALITY INKS EVASTICK POST OFFICE RED,O/B,8462,KG,EVA INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EVA-1091/1E17 SPECIALITY INKS EVASTICK LEMON YELLOW,O/B,8463,KG,EVA INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EVA-1096/1E17 SPECIALITY INKS EVASTICK GREEN,O/B,8464,KG,EVA INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EVA-1102/1E17 SPECIALITY INKS EVASTICK 021C ORANGE,O/B,8465,KG,EVA INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EVA-2192/1E17 SPECIALITY INKS OPAQ WHITE,O/B,8466,KG,EVA INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EVA-2195/1E17 SPECIALITY INKS BRIGHT RED,O/B,8467,KG,EVA INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EVA-2196/1E17 SPECIALITY INKS DARK BLUE,O/B,8468,KG,EVA INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EVA-601/1E17 SPECIALITY INKS EVASTICK RED,O/B,8469,KG,EVA INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EVA-901/1E17 EVA FAST DRYING REDUCING AID,O/B,8470,KG,EVA INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EVA-1010/1E17 SPECIALITY INKS DENSE BLACK,O/B,8471,KG,EVA INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EVA-1095/1E17 SPECIALITY INKS EVASTIC SKYBLUE,O/B,8472,KG,EVA INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EVA-161/1E17 SPECIALITY INKS EVASTIC GREEN,O/B,8473,KG,EVA INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
EVA-151/1E17 SPECIALITY INKS EVASTIC ULTRA BLUE,O/B,8474,KG,EVA INKS,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXCRON BLACK NGB,W/B,8475,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXCRON BLACK NFD TE,W/B,8476,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXCRON BLUE B S/C,W/B,8477,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXCRON BLUE BN S/C,W/B,8478,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXCRON BRILL PINK CP S/C,W/B,8479,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXCRON BRILL RED PEGB S/C,W/B,8480,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXCRON BRILL RED PEGR S/C,W/B,8481,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXCRON BROWN GR,W/B,8482,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXCRON GOLDEN YELLOW KRM,W/B,8483,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXCRON GREEN G S/C,W/B,8484,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXCRON NAVY BLUE BRJ S/C,W/B,8485,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXCRON ORANGE PERG,W/B,8486,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXCRON RED VIOLET RK,W/B,8487,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXCRON RED RP XF,W/B,8488,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXCRON RUBINE PE-BC,W/B,8489,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXCRON TURQUISE BLUE BCD S/C,W/B,8490,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXCRON VIOLET MB,W/B,8491,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXCRON YELLOW SGP,W/B,8492,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXCRON ORANGE PFG,W/B,8493,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXCRON YELLOW GRKW S/C,W/B,8494,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXCRON YELLOW RAL XF,W/B,8495,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
TEXCRON BRILL RED HB 200,W/B,8496,KG,PIDILITE,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
PHOTOCHROMIC,SPECIAL INKS,8497,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
THERMOCHROMIC,SPECIAL INKS,8498,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
FRAGRANCE,SPECIAL INKS,8499,KG,-,null,,true,Sreeram,0,SREE RAMRAJ DYES & CHEMICALS,
White (ECO) (Bright White),PLASTISOL,2000,KG,COLOURPLUS,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
White (ECO LDW) (Natural White),PLASTISOL,2001,KG,COLOURPLUS,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
White (LSW) (Bright White),PLASTISOL,2002,KG,COLOURPLUS,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
White (LDW) (Natural White),PLASTISOL,2003,KG,COLOURPLUS,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
Litho Backup White,PLASTISOL,2004,KG,COLOURPLUS,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
Black,PLASTISOL,2005,KG,COLOURPLUS,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
Colours,PLASTISOL,2006,KG,COLOURPLUS,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
New High Density,PLASTISOL,2007,KG,COLOURPLUS,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
High Density Black,PLASTISOL,2008,KG,COLOURPLUS,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
High Density White,PLASTISOL,2009,KG,COLOURPLUS,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
New Foam,PLASTISOL,2010,KG,COLOURPLUS,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
Violet,PLASTISOL,2011,KG,COLOURPLUS,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
DK. Pink,PLASTISOL,2012,KG,COLOURPLUS,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
T.Gel,PLASTISOL,2013,KG,COLOURPLUS,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
NR Glitter gel,PLASTISOL,2014,KG,COLOURPLUS,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
Soft Base,PLASTISOL,2015,KG,COLOURPLUS,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
Flock Gum,PLASTISOL,2016,KG,COLOURPLUS,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
Fl. All Colours,PLASTISOL,2017,KG,COLOURPLUS,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
1412 SHINING GEL,TPL,2020,KG,-,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
 WHITE,TPL,2021,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
 PT WHITE,TPL,2022,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
 LDW WHITE (NATURAL WHITE),TPL,2023,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
 271 OPAQUE WHITE,TPL,2024,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
BLACK,TPL,2025,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
PT BLACK,TPL,2026,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
PT LITHO BACK UP WHITE,TPL,2027,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
ORANGE,TPL,2028,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
KELLY GREEN,TPL,2029,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
CARDINAL RED,TPL,2030,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
GOLDEN YELLOW,TPL,2031,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
LEMON YELLOW,TPL,2032,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
ROYAL BLUE,TPL,2033,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
NAVY BLUE,TPL,2034,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
TURQUISE BLUE,TPL,2035,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
VIOLET,TPL,2036,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
TRANSFER GEL,TPL,2037,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
LAKE RED,TPL,2038,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
BLOOD RED,TPL,2039,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
DK.PINK,TPL,2040,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
SKY BLUE,TPL,2041,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
MIXING AID,TPL,2042,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
"PROCESS COLOURS (CYAN, MAJENTHA, YELLOW, BLACK)",TPL,2043,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
TPL OM HIGH DENSITY,TPL,2068,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
TPL OM HIGH DENSITY WHITE,TPL,2069,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
TPL OM HIGH DENSITY BLACK,TPL,2070,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
DIRECT WHITE (NATURAL WHITE),NON PVC O/B,2115,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
TRANSFER WHITE,NON PVC O/B,2116,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
BRIGHT WHITE,NON PVC O/B,2117,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
LITHO BACK UP WHITE,NON PVC O/B,2118,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
ORANGE,NON PVC O/B,2119,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
KELLY GREEN,NON PVC O/B,2120,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
BLOOD RED,NON PVC O/B,2121,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
LAKE RED,NON PVC O/B,2122,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
GOLDEN YELLOW,NON PVC O/B,2123,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
LEMON YELLOW,NON PVC O/B,2124,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
ROYAL BLUE,NON PVC O/B,2125,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
NAVY BLUE,NON PVC O/B,2126,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
BLACK,NON PVC O/B,2127,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
VIOLET,NON PVC O/B,2128,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
T. BLUE,NON PVC O/B,2129,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
DIRECT GEL,NON PVC O/B,2130,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
TRANSFER GEL,NON PVC O/B,2131,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
MIXING REDUCER,NON PVC O/B,2132,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
CLEANING REDUCER,NON PVC O/B,2133,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
FOAM,NON PVC O/B,2134,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
T.HIGH DENSITY BASE,NON PVC O/B,2135,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
IT HIGH DENSITY BASE,NON PVC O/B,2136,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
POLYGREY,NON PVC O/B,2137,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
WHITE AND BLACK HIGH DENSITY,NON PVC O/B,2138,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
FLUORESCENT ALL COLOURS,NON PVC O/B,2139,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
HI GEL,NON PVC O/B,2140,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
CRYSTAL GEL,NON PVC O/B,2141,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
NEW JELLY,NON PVC O/B,2142,KG,GRAFCO,null,,true,Sreeram,0,SUN SHINE INKS AND COATINGS,
White (ECO) (Bright White),PLASTISOL,2000,KG,COLOURPLUS,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
White (ECO LDW) (Natural White),PLASTISOL,2001,KG,COLOURPLUS,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
White (LSW) (Bright White),PLASTISOL,2002,KG,COLOURPLUS,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
White (LDW) (Natural White),PLASTISOL,2003,KG,COLOURPLUS,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
Litho Backup White,PLASTISOL,2004,KG,COLOURPLUS,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
Black,PLASTISOL,2005,KG,COLOURPLUS,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
Colours,PLASTISOL,2006,KG,COLOURPLUS,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
New High Density,PLASTISOL,2007,KG,COLOURPLUS,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
High Density Black,PLASTISOL,2008,KG,COLOURPLUS,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
High Density White,PLASTISOL,2009,KG,COLOURPLUS,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
New Foam,PLASTISOL,2010,KG,COLOURPLUS,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
Violet,PLASTISOL,2011,KG,COLOURPLUS,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
DK. Pink,PLASTISOL,2012,KG,COLOURPLUS,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
T.Gel,PLASTISOL,2013,KG,COLOURPLUS,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
NR Glitter gel,PLASTISOL,2014,KG,COLOURPLUS,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
Soft Base,PLASTISOL,2015,KG,COLOURPLUS,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
Flock Gum,PLASTISOL,2016,KG,COLOURPLUS,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
Fl. All Colours,PLASTISOL,2017,KG,COLOURPLUS,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
Mixing Reducer,PLASTISOL,2018,KG,COLOURPLUS,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
Thickener Powder,PRINTING ADD ON,2019,KG,-,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
1412 SHINING GEL,TPL,2020,KG,-,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
 WHITE,TPL,2021,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
 PT WHITE,TPL,2022,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
 LDW WHITE (NATURAL WHITE),TPL,2023,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
 271 OPAQUE WHITE,TPL,2024,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
BLACK,TPL,2025,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
PT BLACK,TPL,2026,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
PT LITHO BACK UP WHITE,TPL,2027,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
ORANGE,TPL,2028,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
KELLY GREEN,TPL,2029,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
CARDINAL RED,TPL,2030,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
GOLDEN YELLOW,TPL,2031,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
LEMON YELLOW,TPL,2032,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
ROYAL BLUE,TPL,2033,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
NAVY BLUE,TPL,2034,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
TURQUISE BLUE,TPL,2035,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
VIOLET,TPL,2036,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
TRANSFER GEL,TPL,2037,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
LAKE RED,TPL,2038,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
BLOOD RED,TPL,2039,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
DK.PINK,TPL,2040,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
SKY BLUE,TPL,2041,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
MIXING AID,TPL,2042,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
"PROCESS COLOURS (CYAN, MAJENTHA, YELLOW, BLACK)",TPL,2043,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
TPL MATTING AGENT,PRINTING ADD ON,2044,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
ZERO TPL HD,TPL,2045,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
ZERO TPL FOAM,TPL,2046,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
ZERO TPL HD WHITE,TPL,2047,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
ZERO TPL HD BLACK,TPL,2048,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
4802 IMP. BEADS GEL,TPL,2049,KG,GRAFCO,null,,true,Sreeram,0,SREE RAM DYES & CHEMICALS,
